facility_code,facility_name,lat,lng,timestamp,power_value,emission_value,price_per_mwh,demand_mw,state,fuel_list
BANGOWF,Bango,-34.767208,148.921499,2025-10-24T13:25:00,1.1997,0.0,135.988,20607.03,NSW,['Wind']
BANNSP,Bannerton,-34.67263,142.750362,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
BARCALDN,Barcaldine,-23.552171,145.314851,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Gas', 'Solar']"
BARCSF,Barcaldine,-23.547333,145.318972,2025-10-24T13:25:00,0.1,0.0,135.988,20607.03,QLD,"['Gas', 'Solar']"
BARKIPS,Barker Inlet,-34.804,138.524,2025-10-24T13:25:00,138.58,6.7894,135.988,20607.03,SA,['Gas']
BARRON,Barron Gorge,-16.85077,145.647049,2025-10-24T13:25:00,28.93,0.0,135.988,20607.03,QLD,['Hydro']
BASTYAN,Bastyan,-41.736231,145.531589,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,TAS,['Hydro']
BERYLSF,Beryl,-32.347501,149.460738,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
BHILLGT,Broken Hill,-31.986313,141.42062,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Solar', 'Diesel']"
BHWF,Bald Hills,-38.758189,145.956062,2025-10-24T13:25:00,12.084,0.0,135.988,20607.03,VIC,['Wind']
BIALAWF,Biala,-34.587836,149.369848,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Wind']
BNGSF1,Bungala One,-32.423316,137.841798,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Solar']
BNGSF2,Bungala Two,-32.406993,137.840933,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Solar']
BOCOROCK,Boco Rock,-36.574527,149.124863,2025-10-24T13:25:00,3.3,0.0,135.988,20607.03,NSW,['Wind']
BODWF,Bodangora,-32.407128,149.04133,2025-10-24T13:25:00,3.2045,0.0,135.988,20607.03,NSW,['Wind']
BOLIVAR,Bolivar,-34.495482,138.387641,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Gas']
BOLIVPS,Bolivar,-34.7772,138.5826,2025-10-24T13:25:00,31.78,2.1108,135.988,20607.03,SA,['Gas']
BOMENSF,Bomen,-35.0486,147.4439,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
BRAEMARA,Braemar,-27.111669,150.907647,2025-10-24T13:25:00,0.0,3.1653,135.988,20607.03,QLD,['Coal Seam Methane']
BROKENH,Broken Hill,-31.988905,141.391547,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Solar', 'Diesel']"
BRYB1WF1,Berrybank,-37.980741,143.472217,2025-10-24T13:25:00,2.3316,0.0,135.988,20607.03,VIC,['Wind']
BUTLERSG,Butlers Gorge,-42.267107,146.262127,2025-10-24T13:25:00,11.0,0.0,135.988,20607.03,TAS,['Hydro']
BWTR1,Broadwater,-29.016483,153.445756,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Bagasse', 'Wood']"
CALLIDEC1,Callide C,-24.347222,150.608611,2025-10-24T13:25:00,417.725,30.8971,135.988,20607.03,QLD,['Black Coal']
CALL_B,Callide B,-24.333169,150.626322,2025-10-24T13:25:00,675.6,53.8481,135.988,20607.03,QLD,['Black Coal']
CANUNDA1,Canunda,-37.698303,140.383633,2025-10-24T13:25:00,4.0047,0.0,135.988,20607.03,SA,['Wind']
CAPBES,Capital,-35.339434,149.216065,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Solar', 'Wind', 'Solar', 'Solar']"
CAPTL_WF,Capital,-35.123534,149.500249,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Solar', 'Wind', 'Solar', 'Solar']"
CATHROCK,Cathedral Rocks,-34.848741,135.592649,2025-10-24T13:25:00,39.3,0.0,135.988,20607.03,SA,['Wind']
CETHANA,Cethana,-41.479852,146.134472,2025-10-24T13:25:00,89.5625,0.0,135.988,20607.03,TAS,['Hydro']
CHALLWF,Challicum Hills,-37.395466,143.10459,2025-10-24T13:25:00,4.1,0.0,135.988,20607.03,VIC,['Wind']
CHBESS,Chinchilla,-26.918551,150.745399,2025-10-24T13:25:00,149.5462,0.0,135.988,20607.03,QLD,['Battery']
CHILDSF,Childers,-25.295027,152.403674,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
CHYTWF,Cherry Tree,-37.1018,145.2656,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Wind']
CLARESF,Clare,-19.83977,147.21055,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Solar', 'Solar']"
CLEMGPWF,Clements Gap,-33.489773,138.111695,2025-10-24T13:25:00,8.8603,0.0,135.988,20607.03,SA,['Wind']
CLERMSF,Clermont,-22.839406,147.546031,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
CLOVER,Clover,-36.78515,147.219517,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Hydro']
CLRKCWF,Clarke Creek,-22.850446,149.453252,2025-10-24T13:25:00,281.4929,0.0,135.988,20607.03,QLD,"['Wind', 'Wind']"
CLUNY,Cluny,-42.506229,146.681123,2025-10-24T13:25:00,17.9451,0.0,135.988,20607.03,TAS,['Hydro']
COHUNSF1,Cohuna,-35.880317,144.221531,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
COLUMSF,Columboola,-26.636088,150.28221,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
COLWF01,Collector,-34.823879,149.396795,2025-10-24T13:25:00,5.655,0.0,135.988,20607.03,NSW,"['Solar', 'Wind']"
CONDONG1,Condong,-28.314766,153.433808,2025-10-24T13:25:00,23.0,0.0711,135.988,20607.03,NSW,"['Bagasse', 'Wood']"
COOPGWF,Coopers Gap,-26.717004,151.449177,2025-10-24T13:25:00,253.39,0.0,135.988,20607.03,QLD,['Wind']
CROOKWF2,Crookwell 2,-34.547676,149.589254,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Wind']
CROOKWF3,Crookwell 3,-34.484645,149.54447,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Wind']
CROWLWF,Crowlands,-36.97615,143.097998,2025-10-24T13:25:00,2.4659,0.0,135.988,20607.03,VIC,['Wind']
CRURWF1,Crudine Ridge,-32.864748,149.81297,2025-10-24T13:25:00,1.7988,0.0,135.988,20607.03,NSW,['Wind']
CRWASF1,Corowa,-35.98629,146.361456,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
CTHLWF,Cattle Hill,-42.154845,146.694693,2025-10-24T13:25:00,114.3053,0.0,135.988,20607.03,TAS,['Wind']
CULLERIN,Cullerin Range,-34.750995,149.381027,2025-10-24T13:25:00,2.76,0.0,135.988,20607.03,NSW,['Wind']
DARLSF,Darlington Point,-34.644808,146.035756,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
DARTM,Dartmouth,-36.55529,147.519872,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Hydro']
DDPS1,Darling Downs,-27.116851,150.895391,2025-10-24T13:25:00,461.3752,19.5115,135.988,20607.03,QLD,"['Gas', 'Solar', 'Wind']"
DDSF,Darling Downs,-27.112,150.8819,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Gas', 'Solar', 'Wind']"
DEIBDL,Bairnsdale,-37.842231,147.563725,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Gas']
DRYCGT,Dry Creek,-34.847293,138.582297,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,"['Gas', 'Solar']"
DULAWF,Dulacca,-26.637485,149.870186,2025-10-24T13:25:00,166.9,0.0,135.988,20607.03,QLD,['Wind']
DUNDWF,Dundonnell,-37.863894,142.943454,2025-10-24T13:25:00,13.2,0.0,135.988,20607.03,VIC,['Wind']
EILDON,Eildon,-37.221262,145.920966,2025-10-24T13:25:00,93.48,0.0,135.988,20607.03,VIC,['Hydro']
EMERASF,Emerald,-23.50879,148.128017,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Solar', 'Wind']"
ERARING,Eraring,-33.061548,151.524612,2025-10-24T13:25:00,1962.6277,145.7853,135.988,20607.03,NSW,"['Black Coal', 'Battery']"
ERB,Eraring,-33.066837,151.515026,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Black Coal', 'Battery']"
ERGT01,Eraring,-33.062117,151.517224,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Black Coal', 'Battery']"
FINLEYSF,Finley,-35.64421,145.508644,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
FISHER,Fisher,-41.672662,146.268739,2025-10-24T13:25:00,42.37,0.0,135.988,20607.03,TAS,['Hydro']
GANGARR,Gangarri,-26.254813,149.986704,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
GANNBESS,Gannawarra,-33.735056,143.779462,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
GANNSF,Gannawarra,-35.73,143.7711,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
GERMCRK,German Creek,-22.928526,148.549097,2025-10-24T13:25:00,16.253,0.797,135.988,20607.03,QLD,['Waste Coal Mine Gas']
GIRGSF,Girgarre,-26.2548,149.9867,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
GLENSF,Glenrowan,-36.464,146.221,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
GLRWNSF,Glenrowan West,-36.488083,146.146887,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
GNNDHSF,Gunnedah,-30.965469,150.367917,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Solar', 'Solar']"
GOONUMSF,Goonumbla,-33.106413,148.099274,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
GORDON,Gordon,-42.740157,145.983375,2025-10-24T13:25:00,21.669,0.0,135.988,20607.03,TAS,['Hydro']
GRANWF,Granville Harbour,-41.802,145.056,2025-10-24T13:25:00,15.18,0.0,135.988,20607.03,TAS,['Wind']
GSTONE,Gladstone,-23.848741,151.220787,2025-10-24T13:25:00,1040.6963,81.9972,135.988,20607.03,QLD,['Black Coal']
GULLRGWF,Gullen Range,-34.624512,149.458549,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Wind']
GUNNING,Gunning,-34.676361,149.66443,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Wind']
HAMISF,Hamilton,-20.468593,147.799484,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NT,['Solar']
HAMISF,Hamilton,-20.468593,147.799484,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
HAUGHT1,Haughton,-19.732168,147.076137,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
HAYMSF,Hayman,-20.487516,147.744778,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
HD1WF,Hawkesdale,-38.148008,142.360925,2025-10-24T13:25:00,0.53,0.0,135.988,20607.03,VIC,['Wind']
HILLSTN,Hillston Sun,-33.532991,145.522279,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
HUMENSW,Hume,-36.106383,147.032263,2025-10-24T13:25:00,19.9139,0.0,135.988,20607.03,NSW,['Hydro']
HUMEV,Hume,-36.106887,147.032572,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Hydro']
HUNTER,Hunter,-32.793406,151.478353,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Gas']
JBUTTERS,John Butters,-42.15589,145.536508,2025-10-24T13:25:00,6.8361,0.0,135.988,20607.03,TAS,['Hydro']
JEMALNG1,Jemalong,-33.388764,147.669375,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
JUNEESF,Junee,-34.81124,147.572099,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
KAREEYA,Kareeya,-17.766456,145.576884,2025-10-24T13:25:00,85.585,0.0,135.988,20607.03,QLD,['Hydro']
KENNEDY,Kennedy Energy Park,-20.872792,144.413034,2025-10-24T13:25:00,38.1,0.0,135.988,20607.03,QLD,['Wind']
KIATAWF,Kiata,-36.397693,141.746827,2025-10-24T13:25:00,4.5,0.0,135.988,20607.03,VIC,['Wind']
KOGANCK,Kogan Creek,-26.915285,150.748948,2025-10-24T13:25:00,0.0,11.1824,135.988,20607.03,QLD,['Black Coal']
KSP1,Kidston,-18.88,144.151,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Solar', 'Solar', 'Hydro', 'Wind']"
LADBROKE,Ladbroke Grove,-37.456183,140.782699,2025-10-24T13:25:00,20.89,2.1916,135.988,20607.03,SA,['Gas']
LBBESS,Lake Bonney,-37.738787,140.384672,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,"['Wind', 'Battery']"
LGAPWF1,Lincoln Gap,-32.546333,137.552763,2025-10-24T13:25:00,58.35,0.0,135.988,20607.03,SA,['Wind']
LILYVASF,Lilyvale,-23.070504,148.413865,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
LIMBESS,Limondale,-34.769354,143.559464,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
LIMOSF1,Limondale,-34.775502,143.508046,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
LKBONNY1,Lake Bonney,-37.760504,140.405541,2025-10-24T13:25:00,5.6265,0.0,135.988,20607.03,SA,"['Wind', 'Battery']"
LK_ECHO,Lake Echo,-42.253339,146.620515,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,TAS,['Hydro']
LNGS,Laverton North,-37.841693,144.788006,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Gas']
LONSDALE,Lonsdale,-35.109718,138.490962,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Diesel']
LRSF,Longreach,-23.455048,144.227917,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
MACARTH,Macarthur,-38.043483,142.179081,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Wind']
MACKNTSH,Mackintosh,-41.701363,145.646558,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,TAS,['Hydro']
MANSLR,Manildra,-33.172831,148.71824,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
MARYRSF,Maryrorough,-27.708973,151.546869,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
MBAHNTH,Moranbah North,-21.978481,148.004809,2025-10-24T13:25:00,22.4,1.4537,135.988,20607.03,QLD,['Waste Coal Mine Gas']
MEADOWBK,Meadowbank,-42.610835,146.846388,2025-10-24T13:25:00,43.6702,0.0,135.988,20607.03,TAS,['Hydro']
MILLMERN,Millmerran,-27.961657,151.28091,2025-10-24T13:25:00,814.9076,55.8183,135.988,20607.03,QLD,['Black Coal']
MINTARO,Mintaro,-33.903149,138.738797,2025-10-24T13:25:00,0.0854,0.0061,135.988,20607.03,SA,['Gas']
MLSP,Mugga Lane,-35.398441,149.14906,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,ACT,['Landfill Gas']
MLWF,Mortons Lane,-37.833186,142.465288,2025-10-24T13:25:00,0.48,0.0,135.988,20607.03,ACT,['Wind']
MLWF,Mortons Lane,-37.833186,142.465288,2025-10-24T13:25:00,0.48,0.0,135.988,20607.03,VIC,['Wind']
MOLNGSF1,Molong,-33.082578,148.900073,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
MOORAWF1,Moorabool,-37.739433,144.171985,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Wind']
MOREESF,Moree,-29.572607,149.861266,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
MOREESF,Moree,-29.572607,149.861266,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Solar']
MORTLK,Mortlake,-38.062628,142.66633,2025-10-24T13:25:00,268.0,18.6693,135.988,20607.03,VIC,"['Gas', 'Wind']"
MP,Mt Piper,-33.360715,150.035698,2025-10-24T13:25:00,1422.1652,102.9631,135.988,20607.03,NSW,['Black Coal']
MRTLSWF,Mortlake South,-38.147965,142.882246,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Wind']
MSTUART,Mt Stuart,-19.337156,146.851239,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Kerosene', 'Diesel']"
MTGELWF,Mt Gellibrand,-38.257657,143.798651,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Wind']
MTMERCER,Mt Mercer,-37.847593,143.870183,2025-10-24T13:25:00,4.0,0.0,135.988,20607.03,VIC,['Wind']
MTMILLAR,Mt Millar,-33.619342,136.717568,2025-10-24T13:25:00,15.3,0.0,135.988,20607.03,SA,['Wind']
MURRAY,Murray,-36.245992,148.188552,2025-10-24T13:25:00,771.0001,0.0,135.988,20607.03,NT,['Diesel']
MURRAY,Murray,-36.245992,148.188552,2025-10-24T13:25:00,771.0001,0.0,135.988,20607.03,QLD,['Diesel']
MUSSELRO,Musselroe,-40.777105,148.006315,2025-10-24T13:25:00,151.3,0.0,135.988,20607.03,TAS,['Wind']
MUWAWF,Murra Warra,-36.438821,142.246003,2025-10-24T13:25:00,19.25,0.0,135.988,20607.03,VIC,['Wind']
NEVERSF,Nevertire,-31.831044,147.705178,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
NEWENSF,New England,-30.627323,151.556425,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Solar', 'Solar']"
NEWPORT,Newport,-37.841374,144.895479,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Gas']
NUMURKSF,Numurkah,-36.159275,145.473891,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,"['Solar', 'Solar']"
NYNGAN,Nyngan,-31.563191,147.074195,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
OAKEY,Oakey,-27.418207,151.678887,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
OAKEY,Oakey,-27.418207,151.678887,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Gas', 'Solar']"
OAKEY2SF,Oakey 2,-27.402454,151.642576,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
OAKLAND,Oaklands Hill,-37.679481,142.552995,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Wind']
OSBORNE,Osborne,-34.7977,138.508099,2025-10-24T13:25:00,183.33,6.3362,135.988,20607.03,SA,"['Gas', 'Solar']"
PALOONA,Paloona,-41.28268,146.24858,2025-10-24T13:25:00,29.53,0.0,135.988,20607.03,TAS,['Hydro']
PORTLCN,Port Lincoln,-34.700616,135.80453,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Diesel']
PSF,Parkes,-33.113056,148.076372,2025-10-24T13:25:00,0.0015,0.0,135.988,20607.03,WA,"['Gas/Diesel', 'Gas']"
PTINA,Poatina,-41.805073,146.924365,2025-10-24T13:25:00,5.9682,0.0,135.988,20607.03,TAS,['Hydro']
QBYNB,Queanbeyan,-35.339311,149.215101,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,ACT,['Battery']
QUARANTN,Quarantine,-34.779074,138.522455,2025-10-24T13:25:00,0.0,3.7081,135.988,20607.03,SA,['Gas']
REECE,Reece,-41.723131,145.136468,2025-10-24T13:25:00,99.0401,0.0,135.988,20607.03,TAS,['Hydro']
REPULSE,Repulse,-42.507987,146.64717,2025-10-24T13:25:00,30.1939,0.0,135.988,20607.03,TAS,['Hydro']
ROMA,Roma,-26.576788,148.839485,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Gas']
ROWALLAN,Rowallan,-41.72957,146.218087,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,TAS,['Hydro']
ROYALLA,Royalla,-35.486052,149.141966,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,ACT,['Solar']
RUBICON,Rubicon,-37.292453,145.818202,2025-10-24T13:25:00,0.495,0.0,135.988,20607.03,VIC,['Hydro']
RUGBYR,Rugby Run,-21.940469,147.880877,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
RYEPARK,Rye Park,-34.63317,148.95364,2025-10-24T13:25:00,8.5835,0.0,135.988,20607.03,NSW,['Wind']
SALTCRK,Salt Creek,-37.918698,142.796027,2025-10-24T13:25:00,0.96,0.0,135.988,20607.03,VIC,['Wind']
SAPHWF1,Sapphire,-29.710273,151.44558,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Wind', 'Solar']"
SEBSF,Sebastopol,-34.603287,147.554757,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
SHOALHAV,Shoalhaven,-34.733085,150.4667,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,"['Landfill Gas', 'Hydro', 'Solar', 'Solar']"
SITHE,Smithfield,-33.850023,150.950051,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Gas']
SMTHBES1,Smithfield,-33.849972,150.947448,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Gas']
SNAPPER,Snapper Point,-34.76452,138.50819,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,"['Diesel', 'Gas']"
SNOWSTH,Snowtown South,-33.862624,138.130367,2025-10-24T13:25:00,32.7,0.0,135.988,20607.03,SA,['Wind']
SNOWTOWN,Snowtown,-33.691598,138.166022,2025-10-24T13:25:00,22.4887,0.0,135.988,20607.03,SA,"['Wind', 'Solar']"
SNUG,Snuggery,-37.664996,140.414686,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Diesel']
SRSF,Susan River,-25.420275,152.742028,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
STANVAC,Port Stanvac,-35.110345,138.490872,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Diesel']
STANWELL,Stanwell,-23.507501,150.317884,2025-10-24T13:25:00,1119.6605,91.3213,135.988,20607.03,QLD,['Black Coal']
STARFHILL,Starfish Hill,-35.578983,138.139653,2025-10-24T13:25:00,6.898,0.0,135.988,20607.03,SA,['Wind']
STWF,Silverton,-31.86095,141.296349,2025-10-24T13:25:00,16.0458,0.0,135.988,20607.03,NSW,['Wind']
SUNRSF1,Sunraysia,-34.821489,143.50916,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
SUNTPSF,Suntop,-32.5742,148.860469,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
SWAN_E,Swanbank E,-27.655286,152.818644,2025-10-24T13:25:00,110.2725,7.5958,135.988,20607.03,QLD,['Gas']
TALLAWAR,Tallawarra,-34.523089,150.808566,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Gas']
TARALGA,Taralga,-34.425387,149.859603,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Wind']
TARONG,Tarong,-26.774397,151.917838,2025-10-24T13:25:00,911.9,69.2048,135.988,20607.03,QLD,['Black Coal']
TARRALEA,Tarraleah,-42.301736,146.456661,2025-10-24T13:25:00,28.0,0.0,135.988,20607.03,TAS,['Hydro']
TB2SF,Tailem Bend 2,-35.28,139.49,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Solar']
TBSF,Tailem Bend,-35.28,139.49,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Solar']
TIB,Torrens Island,-34.805831,138.524192,2025-10-24T13:25:00,0.26,0.0,135.988,20607.03,SA,"['Gas/Diesel', 'Gas']"
TORRIS,Torrens Island,-34.804559,138.522229,2025-10-24T13:25:00,379.0,18.1617,135.988,20607.03,SA,"['Gas/Diesel', 'Gas']"
TREVALLN,Trevallyn,-41.422302,147.112025,2025-10-24T13:25:00,94.6035,0.0,135.988,20607.03,TAS,['Hydro']
TRIBUTE,Tribute,-41.811468,145.653252,2025-10-24T13:25:00,45.13,0.0,135.988,20607.03,TAS,['Hydro']
TUNGATIN,Tungatinah,-42.296396,146.455881,2025-10-24T13:25:00,96.14,0.0,135.988,20607.03,TAS,['Hydro']
TVCCPS,Tamar Valley,-41.139268,146.906185,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,TAS,['Gas']
URANQ,Uranquinty,-35.180226,147.21566,2025-10-24T13:25:00,149.7185,7.039,135.988,20607.03,NSW,['Gas']
WAGGNSF,Wagga North,-35.069081,147.438227,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
WANDSF,Wandoan,-26.263564,149.772243,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,"['Solar', 'Solar']"
WARWSF,Warwick,-28.18321,152.066792,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
WATERLWF,Waterloo,-33.991095,138.915723,2025-10-24T13:25:00,14.4,0.0,135.988,20607.03,SA,"['Wind', 'Solar']"
WAUBRAWF,Waubra,-37.357979,143.5926,2025-10-24T13:25:00,1.3347,0.0,135.988,20607.03,VIC,['Wind']
WELLSF1,Wellington,-32.5207,148.9675,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
WEMENSF1,Wemen,-34.80259,142.543348,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
WGWF,Willogoleche,-33.393569,138.84821,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,SA,['Wind']
WHITSF,Whitsunday,-20.537259,147.80475,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
WINTSF1,Winton,-36.499695,146.114554,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,"['Solar', 'Solar']"
WIVENHOE,Wivenhoe,-27.372224,152.632362,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Hydro']
WKIEWA,West Kiewa,-36.759674,147.186082,2025-10-24T13:25:00,39.7,0.0,135.988,20607.03,VIC,['Hydro']
WOODLWN,Woodlawn,-35.081675,149.570511,2025-10-24T13:25:00,1.5777,0.0,135.988,20607.03,NSW,['Wind']
WOOLGSF,Woolooga,-26.084522,152.441226,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,QLD,['Solar']
WOOLNTH1,Woolnorth,-40.736375,144.694821,2025-10-24T13:25:00,82.59,0.0,135.988,20607.03,TAS,['Wind']
WPWF,Wattle Point,-35.11541,137.718672,2025-10-24T13:25:00,20.45,0.0,135.988,20607.03,SA,['Wind']
WRSF1,White Rock Solar Farm,-29.763292,151.552402,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
WRWF1,White Rock Wind Farm,-29.7718,151.5755,2025-10-24T13:25:00,1.1499,0.0,135.988,20607.03,NSW,['Wind']
WSTWYSF,West Wyalong,-33.795635,147.314545,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,NSW,['Solar']
WUNUSF,Wunghnu,-36.164387,145.403731,2025-10-24T13:25:00,0.0,0.0,135.988,20607.03,VIC,['Solar']
